permission,permission_type,permission_id,display_name,description,admin_consent_required,severity,severity_score,privileged,risk_family,resource,operation,constraint,scope_model,broad_scope,limited_or_resource_scoped,write_capability,read_capability,delete_capability,send_or_impersonation_capability,privilege_assignment_capability,control_plane,auth_or_credential_surface,business_data_exposure,security_data_exposure,device_management_surface,destructive_capability,recommended_handling,least_privilege_hint,risk_rationale,source,source_section,source_url,catalog_date,programmatic_catalog_query,risk_model,notes
User.ReadUpdate.All,Application,5639c449-cfd9-4088-bc48-3e16da108bf8,Read and update users,"Allows the app to read and update users, without a signed-in user.",Yes,High,67,true,Business data / collaboration data,User,ReadUpdate,All,Tenant-wide app permission,true,false,true,true,false,false,false,false,false,true,false,false,false,Security review required / restrict to approved apps,,app-only token/no signed-in user context; admin consent required; tenant/org/all scope; write/manage/action capability; business/collaboration/user data exposure; broad app-only data extraction potential; broad app-only data modification potential,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
VirtualAppointment.ReadWrite.All,Application,bf46a256-f47d-448f-ab78-f226fff08d40,"Read-write all virtual appointments for users, as authorized by online meetings app access policy","Allows the application to read and write virtual appointments for all users, without a signed-in user. The app must also be authorized to access an individual user's data by the online meetings application access policy.",Yes,High,67,true,Business data / collaboration data,VirtualAppointment,ReadWrite,All,Tenant-wide app permission,true,false,true,true,false,false,false,false,false,true,false,false,false,Security review required / restrict to approved apps,,app-only token/no signed-in user context; admin consent required; tenant/org/all scope; write/manage/action capability; business/collaboration/user data exposure; broad app-only data extraction potential; broad app-only data modification potential,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
WorkforceIntegration.ReadWrite.All,Application,202bf709-e8e6-478e-bcfd-5d63c50b68e3,Read and write workforce integrations,"Allows the app to manage workforce integrations to synchronize data from Microsoft Teams Shifts, without a signed-in user.",Yes,High,67,true,Business data / collaboration data,WorkforceIntegration,ReadWrite,All,Tenant-wide app permission,true,false,true,true,false,false,false,false,false,true,false,false,false,Security review required / restrict to approved apps,,app-only token/no signed-in user context; admin consent required; tenant/org/all scope; write/manage/action capability; business/collaboration/user data exposure; broad app-only data extraction potential; broad app-only data modification potential,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
DelegatedAdminRelationship.ReadWrite.All,Delegated,885f682f-a990-4bad-a642-36736a74b0c7,Manage Delegated Admin relationships with customers,Allows the app to manage (create-update-terminate) Delegated Admin relationships with customers as well as role assignments to security groups for active Delegated Admin relationships on behalf of the signed-in user.,Yes,High,67,true,Privilege / consent / role assignment,DelegatedAdminRelationship,ReadWrite,All,Delegated/user-bounded permission,true,false,true,true,false,false,true,false,false,true,true,false,false,Security review required / restrict to approved apps,Restrict to approved security tooling; monitor for mass export or write actions.,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; write/manage/action capability; can affect role/permission/consent assignments; security/audit/compliance data exposure; business/collaboration/user data exposure,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
AuditLogsQuery-OneDrive.Read.All,Application,8a169a81-841c-45fd-ad43-96aede8801a0,Read audit logs data from OneDrive workload,"Allows the app to read and query audit logs from OneDrive workload, without a signed-in user",Yes,High,66,true,Security / audit / compliance data,AuditLogsQuery-OneDrive,Read,All,Tenant-wide app permission,true,false,false,true,false,false,false,false,false,true,true,false,false,Security review required / restrict to approved apps,Restrict to approved security tooling; monitor for mass export or write actions.,app-only token/no signed-in user context; admin consent required; tenant/org/all scope; read/list capability; security/audit/compliance data exposure; business/collaboration/user data exposure; broad app-only data extraction potential; broad app-only security/compliance visibility/control,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
DeviceManagementCloudCA.ReadWrite.All,Application,f15eb2ba-ef8a-4f70-991d-da5d045154e2,Read and write Microsoft Cloud PKI objects,Allows the app to read and write certification authority information without a signed-in user.,Yes,High,66,true,Device / endpoint management,DeviceManagementCloudCA,ReadWrite,All,Tenant-wide app permission,true,false,true,true,false,false,false,false,false,false,false,true,false,Security review required / restrict to approved apps,Restrict to approved endpoint-management automation and monitor device/action changes.,app-only token/no signed-in user context; admin consent required; tenant/org/all scope; write/manage/action capability; endpoint/device-management surface; broad app-only endpoint visibility/control,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
Domain.ReadWrite.All,Application,7e05723c-0bb0-42da-be95-ae9f08a6e53c,Read and write domains,"Allows the app to read and write all domain properties without a signed in user. Also allows the app to add, verify and remove domains.",Yes,High,66,true,Directory / tenant control plane,Domain,ReadWrite,All,Tenant-wide app permission,true,false,true,true,true,false,false,true,false,false,false,false,true,Security review required / restrict to approved apps,,app-only token/no signed-in user context; admin consent required; tenant/org/all scope; write/manage/action capability; delete/full-control/destructive capability; identity/directory/tenant control-plane surface,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
PlaceDevice.ReadWrite.All,Application,2d510721-5c4e-43cd-bfdb-ac0f8819fb92,Read and write all workplace devices,"Allows the app to read and write all workplace devices, without a signed-in user.",Yes,High,66,true,Device / endpoint management,PlaceDevice,ReadWrite,All,Tenant-wide app permission,true,false,true,true,false,false,false,false,false,false,false,true,false,Security review required / restrict to approved apps,Restrict to approved endpoint-management automation and monitor device/action changes.,app-only token/no signed-in user context; admin consent required; tenant/org/all scope; write/manage/action capability; endpoint/device-management surface; broad app-only endpoint visibility/control,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
PlaceDeviceTelemetry.ReadWrite.All,Application,27fc435f-44e2-4b30-bf3c-e0ce74aed618,Read and write telemetry for all workplace devices.,"Allows the app to read and write telemetry for all workplace devices, without a signed-in user.",Yes,High,66,true,Device / endpoint management,PlaceDeviceTelemetry,ReadWrite,All,Tenant-wide app permission,true,false,true,true,false,false,false,false,false,false,false,true,false,Security review required / restrict to approved apps,Restrict to approved endpoint-management automation and monitor device/action changes.,app-only token/no signed-in user context; admin consent required; tenant/org/all scope; write/manage/action capability; endpoint/device-management surface; broad app-only endpoint visibility/control,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
PrintJob.Manage.All,Application,58a52f47-9e36-4b17-9ebe-ce4ef7f3e6c8,Perform advanced operations on print jobs,Allows the application to perform advanced operations like redirecting a print job to another printer without a signed-in user. Also allows the application to read and update the metadata of print jobs.,Yes,High,66,true,Device / endpoint management,PrintJob,Manage,All,Tenant-wide app permission,true,false,true,true,false,false,false,false,false,false,false,true,false,Security review required / restrict to approved apps,Restrict to approved endpoint-management automation and monitor device/action changes.,app-only token/no signed-in user context; admin consent required; tenant/org/all scope; write/manage/action capability; endpoint/device-management surface; broad app-only endpoint visibility/control,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
